obs,conductivity_millisiemens,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,density,density_qc_executed,density_qc_results,deployment,dpc_ctd_seawater_conductivity,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,driver_timestamp,ingestion_timestamp,internal_timestamp,lat,lon,port_timestamp,practical_salinity,practical_salinity_qc_executed,practical_salinity_qc_results,preferred_timestamp,pressure,pressure_qc_executed,pressure_qc_results,raw_time_microseconds,raw_time_seconds,temp,temp_qc_executed,temp_qc_results,time
"('1932',)",33.207901001,1,0,1029.45529058,29,29,2,3.3207901001,29,13,3724598993.23,3724598993.35,3659695536.81,44.36829,-124.9528,0.0,34.1313567462,29,29,internal_timestamp,541.059997559,29,29,807816,1450706736,5.29390001297,29,29,3659695536.81
"('1933',)",33.2102012634,1,0,1029.4480252,29,29,2,3.32102012634,29,13,3724598993.23,3724598993.35,3659695547.8,44.36829,-124.9528,0.0,34.1307063618,29,29,internal_timestamp,539.700012207,29,29,803558,1450706747,5.29780006409,29,29,3659695547.8
"('1934',)",33.2140007019,1,0,1029.44085492,29,29,2,3.32140007019,29,13,3724598993.23,3724598993.35,3659695558.81,44.36829,-124.9528,0.0,34.1298921381,29,29,internal_timestamp,538.440002441,29,29,809931,1450706758,5.30350017548,29,29,3659695558.81
"('1935',)",33.2177009583,1,0,1029.43391937,29,29,2,3.32177009583,29,13,3724598993.23,3724598993.35,3659695569.81,44.36829,-124.9528,0.0,34.1282516512,29,29,internal_timestamp,537.390014648,29,29,806463,1450706769,5.30980014801,29,29,3659695569.81
"('1936',)",33.2225990295,1,0,1029.42736223,29,29,2,3.32225990295,29,13,3724598993.23,3724598993.35,3659695580.8,44.36829,-124.9528,0.0,34.1277240838,29,29,internal_timestamp,536.239990234,29,29,804708,1450706780,5.31640005112,29,29,3659695580.8
"('1937',)",33.2271003723,1,0,1029.4207597,29,29,2,3.32271003723,29,13,3724598993.23,3724598993.35,3659695591.81,44.36829,-124.9528,0.0,34.1269311772,29,29,internal_timestamp,535.119995117,29,29,812721,1450706791,5.32280015945,29,29,3659695591.81
"('1938',)",33.2340011597,1,0,1029.41391907,29,29,2,3.32340011597,29,13,3724598993.23,3724598993.35,3659695602.81,44.36829,-124.9528,0.0,34.1254512459,29,29,internal_timestamp,534.159973145,29,29,812097,1450706802,5.33249998093,29,29,3659695602.81
"('1939',)",33.2406997681,1,0,1029.4063832,29,29,2,3.32406997681,29,13,3724598993.23,3724598993.35,3659695613.84,44.36829,-124.9528,0.0,34.1236889547,29,29,internal_timestamp,533.099975586,29,29,836014,1450706813,5.3422999382,29,29,3659695613.84
"('1940',)",33.254699707,1,0,1029.39637875,29,29,2,3.3254699707,29,13,3724598993.23,3724598993.35,3659695624.82,44.36829,-124.9528,0.0,34.1207631871,29,29,internal_timestamp,531.969970703,29,29,817997,1450706824,5.36149978638,29,29,3659695624.82
"('1941',)",33.2649002075,1,0,1029.38833805,29,29,2,3.32649002075,29,13,3724598993.23,3724598993.35,3659695635.81,44.36829,-124.9528,0.0,34.1192689897,29,29,internal_timestamp,530.859985352,29,29,814122,1450706835,5.375,29,29,3659695635.81
"('1942',)",33.2720985413,1,0,1029.38104901,29,29,2,3.32720985413,29,13,3724598993.23,3724598993.35,3659695646.81,44.36829,-124.9528,0.0,34.1187724428,29,29,internal_timestamp,529.619995117,29,29,811345,1450706846,5.38420009613,29,29,3659695646.81
"('1943',)",33.2893981934,1,0,1029.36853842,29,29,2,3.32893981934,29,13,3724598993.23,3724598993.35,3659695657.82,44.36829,-124.9528,0.0,34.1144137506,29,29,internal_timestamp,528.340026855,29,29,821460,1450706857,5.40859985352,29,29,3659695657.82
"('1944',)",33.2966003418,1,0,1029.36074311,29,29,2,3.32966003418,29,13,3724598993.23,3724598993.35,3659695668.82,44.36829,-124.9528,0.0,34.1134190383,29,29,internal_timestamp,527.090026855,29,29,817320,1450706868,5.41830015182,29,29,3659695668.82
"('1945',)",33.3003997803,1,0,1029.35402598,29,29,2,3.33003997803,29,29,3724598993.23,3724598993.35,3659695679.83,44.36829,-124.9528,0.0,34.1135589326,29,29,internal_timestamp,525.739990234,29,29,825259,1450706879,5.42309999466,29,29,3659695679.83
"('1946',)",33.3026008606,1,0,1029.34793119,29,29,2,3.33026008606,29,29,3724598993.23,3724598993.35,3659695690.82,44.36829,-124.9528,0.0,34.1132064358,29,29,internal_timestamp,524.570007324,29,29,821753,1450706890,5.4264998436,29,29,3659695690.82
"('1947',)",33.3069992065,1,0,1029.3422646,29,29,2,3.33069992065,29,29,3724598993.23,3724598993.35,3659695701.82,44.36829,-124.9528,0.0,34.1125081173,29,29,internal_timestamp,523.630004883,29,29,819113,1450706901,5.43260002136,29,29,3659695701.82
"('1948',)",33.3129005432,1,0,1029.33594478,29,29,2,3.33129005432,29,29,3724598993.23,3724598993.35,3659695712.83,44.36829,-124.9528,0.0,34.1112897847,29,29,internal_timestamp,522.700012207,29,29,828710,1450706912,5.44089984894,29,29,3659695712.83
"('1949',)",33.3181991577,1,0,1029.32968508,29,29,2,3.33181991577,29,29,3724598993.23,3724598993.35,3659695723.82,44.36829,-124.9528,0.0,34.1105474887,29,29,internal_timestamp,521.66998291,29,29,824057,1450706923,5.44810009003,29,29,3659695723.82
"('1950',)",33.3235015869,1,0,1029.32359684,29,29,2,3.33235015869,29,29,3724598993.23,3724598993.35,3659695734.82,44.36829,-124.9528,0.0,34.1097898909,29,29,internal_timestamp,520.679992676,29,29,820902,1450706934,5.45529985428,29,29,3659695734.82
"('1951',)",33.3292999268,1,0,1029.31788336,29,29,2,3.33292999268,29,29,3724598993.23,3724598993.36,3659695745.83,44.36829,-124.9528,0.0,34.1092673638,29,29,internal_timestamp,519.739990234,29,29,828988,1450706945,5.46280002594,29,29,3659695745.83
"('1952',)",33.332698822,1,0,1029.31184354,29,29,2,3.3332698822,29,29,3724598993.23,3724598993.36,3659695756.83,44.36829,-124.9528,0.0,34.1081545538,29,29,internal_timestamp,518.770019531,29,29,827184,1450706956,5.46820020676,29,29,3659695756.83
"('1953',)",33.3340988159,1,0,1029.3077084,29,29,2,3.33340988159,29,29,3724598993.23,3724598993.36,3659695767.83,44.36829,-124.9528,0.0,34.1085912253,29,29,internal_timestamp,517.840026855,29,29,825824,1450706967,5.46979999542,29,29,3659695767.83
"('1954',)",33.3384017944,1,0,1029.30171751,29,29,2,3.33384017944,29,29,3724598993.23,3724598993.36,3659695778.83,44.36829,-124.9528,0.0,34.1074754409,29,29,internal_timestamp,516.909973145,29,29,829634,1450706978,5.47620010376,29,29,3659695778.83
"('1955',)",33.3493995667,1,0,1029.29358058,29,29,2,3.33493995667,29,29,3724598993.23,3724598993.36,3659695789.83,44.36829,-124.9528,0.0,34.1054075326,29,29,internal_timestamp,515.91998291,29,29,827358,1450706989,5.49109983444,29,29,3659695789.83
"('1956',)",33.3562011719,1,0,1029.28591478,29,29,2,3.33562011719,29,29,3724598993.23,3724598993.36,3659695800.84,44.36829,-124.9528,0.0,34.1037844349,29,29,internal_timestamp,514.809997559,29,29,835805,1450707000,5.50089979172,29,29,3659695800.84
"('1957',)",33.3629989624,1,0,1029.27841458,29,29,2,3.33629989624,29,29,3724598993.23,3724598993.36,3659695811.83,44.36829,-124.9528,0.0,34.1026964337,29,29,internal_timestamp,513.630004883,29,29,831127,1450707011,5.51020002365,29,29,3659695811.83
"('1958',)",33.3688011169,1,0,1029.27143695,29,29,2,3.33688011169,29,29,3724598993.23,3724598993.36,3659695822.83,44.36829,-124.9528,0.0,34.1012063358,29,29,internal_timestamp,512.609985352,29,29,829973,1450707022,5.51870012283,29,29,3659695822.83
"('1959',)",33.3704986572,1,0,1029.26743886,29,29,2,3.33704986572,29,29,3724598993.23,3724598993.36,3659695833.84,44.36829,-124.9528,0.0,34.1014349559,29,29,internal_timestamp,511.760009766,29,29,836627,1450707033,5.52080011368,29,29,3659695833.84
"('1960',)",33.3805007935,1,0,1029.25954314,29,29,2,3.33805007935,29,29,3724598993.23,3724598993.36,3659695844.83,44.36829,-124.9528,0.0,34.0992201242,29,29,internal_timestamp,510.820007324,29,29,833647,1450707044,5.53469991684,29,29,3659695844.83
"('1961',)",33.4011993408,1,0,1029.24745337,29,29,2,3.34011993408,29,29,3724598993.23,3724598993.36,3659695855.83,44.36829,-124.9528,0.0,34.0944288551,29,29,internal_timestamp,509.829986572,29,29,831211,1450707055,5.56319999695,29,29,3659695855.83
"('1962',)",33.4062995911,1,0,1029.24234735,29,29,2,3.34062995911,29,13,3724598993.23,3724598993.36,3659695866.84,44.36829,-124.9528,0.0,34.0943074665,29,29,internal_timestamp,508.920013428,29,29,839008,1450707066,5.56949996948,29,29,3659695866.84
"('1963',)",33.4151000977,1,0,1029.23580745,29,29,2,3.34151000977,29,13,3724598993.23,3724598993.36,3659695877.84,44.36829,-124.9528,0.0,34.0931253114,29,29,internal_timestamp,508.029998779,29,29,836817,1450707077,5.58099985123,29,29,3659695877.84
"('1964',)",33.4196014404,1,0,1029.23021567,29,29,2,3.34196014404,29,13,3724598993.23,3724598993.36,3659695888.84,44.36829,-124.9528,0.0,34.0924298269,29,29,internal_timestamp,507.109985352,29,29,843357,1450707088,5.58720016479,29,29,3659695888.84
"('1965',)",33.4244003296,1,0,1029.22427576,29,29,2,3.34244003296,29,13,3724598993.23,3724598993.36,3659695899.85,44.36829,-124.9528,0.0,34.0918090518,29,29,internal_timestamp,506.109985352,29,29,846378,1450707099,5.5936999321,29,29,3659695899.85
"('1966',)",33.4333992004,1,0,1029.21619958,29,29,2,3.34333992004,29,13,3724598993.23,3724598993.36,3659695910.84,44.36829,-124.9528,0.0,34.0890405698,29,29,internal_timestamp,505.209991455,29,29,836503,1450707110,5.60699987411,29,29,3659695910.84
"('1967',)",33.4375991821,1,0,1029.21145547,29,29,2,3.34375991821,29,13,3724598993.23,3724598993.36,3659695921.84,44.36829,-124.9528,0.0,34.088765315,29,29,internal_timestamp,504.380004883,29,29,844247,1450707121,5.61240005493,29,29,3659695921.84
"('1968',)",33.4412002563,1,0,1029.20668177,29,29,2,3.34412002563,29,13,3724598993.23,3724598993.36,3659695932.85,44.36829,-124.9528,0.0,34.0883108365,29,29,internal_timestamp,503.559997559,29,29,846739,1450707132,5.61730003357,29,29,3659695932.85
"('1969',)",33.445098877,1,0,1029.20124653,29,29,2,3.3445098877,29,13,3724598993.23,3724598993.36,3659695943.85,44.36829,-124.9528,0.0,34.0871853807,29,29,internal_timestamp,502.739990234,29,29,846613,1450707143,5.62319993973,29,29,3659695943.85
"('1970',)",33.4468994141,1,0,1029.19790619,29,29,2,3.34468994141,29,13,3724598993.23,3724598993.36,3659695954.84,44.36829,-124.9528,0.0,34.0872377347,29,29,internal_timestamp,502.070007324,29,29,841582,1450707154,5.62550020218,29,29,3659695954.84
"('1971',)",33.4491004944,1,0,1029.1937446,29,29,2,3.34491004944,29,13,3724598993.23,3724598993.36,3659695965.85,44.36829,-124.9528,0.0,34.0867660488,29,29,internal_timestamp,501.339996338,29,29,849879,1450707165,5.62879991531,29,29,3659695965.85
"('1972',)",33.4515991211,1,0,1029.18961052,29,29,2,3.34515991211,29,13,3724598993.23,3724598993.36,3659695976.85,44.36829,-124.9528,0.0,34.0857649898,29,29,internal_timestamp,500.730010986,29,29,847533,1450707176,5.63290023804,29,29,3659695976.85
"('1973',)",33.4530982971,1,0,1029.1871197,29,29,2,3.34530982971,29,13,3724598993.23,3724598993.36,3659695987.84,44.36829,-124.9528,0.0,34.0856797427,29,29,internal_timestamp,500.260009766,29,29,844135,1450707187,5.63490009308,29,29,3659695987.84
"('1974',)",33.4538993835,1,0,1029.18537891,29,29,2,3.34538993835,29,13,3724598993.23,3724598993.36,3659695998.85,44.36829,-124.9528,0.0,34.0860942118,29,29,internal_timestamp,499.829986572,29,29,852448,1450707198,5.63560009003,29,29,3659695998.85
"('1975',)",33.4600982666,1,0,1029.18074315,29,29,2,3.34600982666,29,13,3724598993.23,3724598993.36,3659696009.85,44.36829,-124.9528,0.0,34.0845926711,29,29,internal_timestamp,499.329986572,29,29,850450,1450707209,5.64429998398,29,29,3659696009.85
"('1976',)",33.4762992859,1,0,1029.17331133,29,29,2,3.34762992859,29,13,3724598993.23,3724598993.36,3659696020.86,44.36829,-124.9528,0.0,34.0818319189,29,29,internal_timestamp,498.799987793,29,29,857676,1450707220,5.66550016403,29,29,3659696020.86
"('1977',)",33.4874992371,1,0,1029.16689674,29,29,2,3.34874992371,29,13,3724598993.23,3724598993.36,3659696031.85,44.36829,-124.9528,0.0,34.0800235656,29,29,internal_timestamp,498.140014648,29,29,852761,1450707231,5.68020009995,29,29,3659696031.85
"('1978',)",33.489200592,1,0,1029.16371243,29,29,2,3.3489200592,29,13,3724598993.23,3724598993.36,3659696042.85,44.36829,-124.9528,0.0,34.0809384962,29,29,internal_timestamp,497.329986572,29,29,849040,1450707242,5.68160009384,29,29,3659696042.85
"('1979',)",33.4931983948,1,0,1029.15896902,29,29,2,3.34931983948,29,13,3724598993.23,3724598993.36,3659696053.86,44.36829,-124.9528,0.0,34.0806341549,29,29,internal_timestamp,496.5,29,29,856041,1450707253,5.68680000305,29,29,3659696053.86
"('1980',)",33.5015983582,1,0,1029.15339398,29,29,2,3.35015983582,29,13,3724598993.23,3724598993.36,3659696064.85,44.36829,-124.9528,0.0,34.0798403864,29,29,internal_timestamp,495.730010986,29,29,853770,1450707264,5.69740009308,29,29,3659696064.85
"('1981',)",33.5041999817,1,0,1029.14883845,29,29,2,3.35041999817,29,13,3724598993.23,3724598993.36,3659696075.86,44.36829,-124.9528,0.0,34.0794625002,29,29,internal_timestamp,494.910003662,29,29,860845,1450707275,5.70109987259,29,29,3659696075.86
"('1982',)",33.5130996704,1,0,1029.14223419,29,29,2,3.35130996704,29,13,3724598993.23,3724598993.36,3659696086.86,44.36829,-124.9528,0.0,34.0782906238,29,29,internal_timestamp,494.010009766,29,29,856511,1450707286,5.71269989014,29,29,3659696086.86
"('1983',)",33.5092010498,1,0,1029.14029799,29,29,2,3.35092010498,29,13,3724598993.23,3724598993.36,3659696097.86,44.36829,-124.9528,0.0,34.0805080811,29,29,internal_timestamp,493.029998779,29,29,863815,1450707297,5.70660018921,29,29,3659696097.86
"('1984',)",33.5153007507,1,0,1029.13292851,29,29,2,3.35153007507,29,13,3724598993.23,3724598993.36,3659696108.86,44.36829,-124.9528,0.0,34.0781997663,29,29,internal_timestamp,492.100006104,29,29,856232,1450707308,5.71619987488,29,29,3659696108.86
"('1985',)",33.5238990784,1,0,1029.12541401,29,29,2,3.35238990784,29,13,3724598993.24,3724598993.36,3659696119.86,44.36829,-124.9528,0.0,34.075535652,29,29,internal_timestamp,491.290008545,29,29,862080,1450707319,5.72889995575,29,29,3659696119.86
"('1986',)",33.5191993713,1,0,1029.12427902,29,29,2,3.35191993713,29,13,3724598993.24,3724598993.36,3659696130.86,44.36829,-124.9528,0.0,34.0772275566,29,29,internal_timestamp,490.559997559,29,29,858939,1450707330,5.72230005264,29,29,3659696130.86
"('1987',)",33.525100708,1,0,1029.11955011,29,29,2,3.3525100708,29,13,3724598993.24,3724598993.36,3659696141.87,44.36829,-124.9528,0.0,34.0765935196,29,29,internal_timestamp,489.859985352,29,29,866381,1450707341,5.72989988327,29,29,3659696141.87
"('1988',)",33.5270996094,1,0,1029.11549983,29,29,2,3.35270996094,29,13,3724598993.24,3724598993.36,3659696152.86,44.36829,-124.9528,0.0,34.0758574004,29,29,internal_timestamp,489.200012207,29,29,862422,1450707352,5.73320007324,29,29,3659696152.86
"('1989',)",33.5335006714,1,0,1029.11192072,29,29,2,3.35335006714,29,13,3724598993.24,3724598993.36,3659696163.87,44.36829,-124.9528,0.0,34.0761501033,29,29,internal_timestamp,488.579986572,29,29,868809,1450707363,5.74039983749,29,29,3659696163.87
"('1990',)",33.5578994751,1,0,1029.10026379,29,29,2,3.35578994751,29,13,3724598993.24,3724598993.36,3659696174.86,44.36829,-124.9528,0.0,34.070612744,29,29,internal_timestamp,487.959991455,29,29,863933,1450707374,5.77360010147,29,29,3659696174.86
"('1991',)",33.5624008179,1,0,1029.09525494,29,29,2,3.35624008179,29,13,3724598993.24,3724598993.36,3659696185.87,44.36829,-124.9528,0.0,34.069397997,29,29,internal_timestamp,487.269989014,29,29,869324,1450707385,5.78020000458,29,29,3659696185.87
"('1992',)",33.5679016113,1,0,1029.09179792,29,29,2,3.35679016113,29,13,3724598993.24,3724598993.36,3659696196.86,44.36829,-124.9528,0.0,34.0702342207,29,29,internal_timestamp,486.540008545,29,29,863207,1450707396,5.78590011597,29,29,3659696196.86
"('1993',)",33.5853996277,1,0,1029.07921933,29,29,2,3.35853996277,29,13,3724598993.24,3724598993.36,3659696207.87,44.36829,-124.9528,0.0,34.0629830092,29,29,internal_timestamp,485.839996338,29,29,869779,1450707407,5.81309986115,29,29,3659696207.87
"('1994',)",33.6020011902,1,0,1029.07221567,29,29,2,3.36020011902,29,13,3724598993.24,3724598993.36,3659696218.88,44.36829,-124.9528,0.0,34.0620962413,29,29,internal_timestamp,485.049987793,29,29,877389,1450707418,5.83300018311,29,29,3659696218.88
"('1995',)",33.6031990051,1,0,1029.06886657,29,29,2,3.36031990051,29,13,3724598993.24,3724598993.37,3659696229.87,44.36829,-124.9528,0.0,34.0622947409,29,29,internal_timestamp,484.329986572,29,29,869487,1450707429,5.83449983597,29,29,3659696229.87
"('1996',)",33.6031990051,1,0,1029.06612007,29,29,2,3.36031990051,29,13,3724598993.24,3724598993.37,3659696240.87,44.36829,-124.9528,0.0,34.0629506007,29,29,internal_timestamp,483.609985352,29,29,874953,1450707440,5.8341999054,29,29,3659696240.87
"('1997',)",33.6049003601,1,0,1029.0624848,29,29,2,3.36049003601,29,13,3724598993.24,3724598993.37,3659696251.87,44.36829,-124.9528,0.0,34.0624665736,29,29,internal_timestamp,482.980010986,29,29,871228,1450707451,5.83690023422,29,29,3659696251.87
"('1998',)",33.6067008972,1,0,1029.0593244,29,29,2,3.36067008972,29,13,3724598993.24,3724598993.37,3659696262.88,44.36829,-124.9528,0.0,34.0621607631,29,29,internal_timestamp,482.420013428,29,29,879157,1450707462,5.83949995041,29,29,3659696262.88
"('1999',)",33.6073989868,1,0,1029.05668315,29,29,2,3.36073989868,29,13,3724598993.24,3724598993.37,3659696273.88,44.36829,-124.9528,0.0,34.0624394415,29,29,internal_timestamp,481.820007324,29,29,875950,1450707473,5.84030008316,29,29,3659696273.88
"('2000',)",33.6072006226,1,0,1029.05350843,29,29,2,3.36072006226,29,13,3724598993.24,3724598993.37,3659696284.87,44.36829,-124.9528,0.0,34.0623456398,29,29,internal_timestamp,481.149993896,29,29,873647,1450707484,5.84049987793,29,29,3659696284.87
"('2001',)",33.6069984436,1,0,1029.05032177,29,29,2,3.36069984436,29,13,3724598993.24,3724598993.37,3659696295.88,44.36829,-124.9528,0.0,34.0621371766,29,29,internal_timestamp,480.5,29,29,881571,1450707495,5.8407998085,29,29,3659696295.88
"('2002',)",33.6104011536,1,0,1029.04621075,29,29,2,3.36104011536,29,13,3724598993.24,3724598993.37,3659696306.88,44.36829,-124.9528,0.0,34.062022462,29,29,internal_timestamp,479.75,29,29,878592,1450707506,5.84509992599,29,29,3659696306.88
"('2003',)",33.6164016724,1,0,1029.04045861,29,29,2,3.36164016724,29,13,3724598993.24,3724598993.37,3659696317.88,44.36829,-124.9528,0.0,34.0604021449,29,29,internal_timestamp,479.029998779,29,29,877682,1450707517,5.85379981995,29,29,3659696317.88
"('2004',)",33.6226997375,1,0,1029.03540632,29,29,2,3.36226997375,29,13,3724598993.24,3724598993.37,3659696328.88,44.36829,-124.9528,0.0,34.0592876663,29,29,internal_timestamp,478.369995117,29,29,882554,1450707528,5.86229991913,29,29,3659696328.88
"('2005',)",33.6242980957,1,0,1029.03293177,29,29,2,3.36242980957,29,13,3724598993.24,3724598993.37,3659696339.88,44.36829,-124.9528,0.0,34.0595416627,29,29,internal_timestamp,477.839996338,29,29,880635,1450707539,5.8640999794,29,29,3659696339.88
"('2006',)",33.6271018982,1,0,1029.02970911,29,29,2,3.36271018982,29,13,3724598993.24,3724598993.37,3659696350.88,44.36829,-124.9528,0.0,34.059030606,29,29,internal_timestamp,477.339996338,29,29,879707,1450707550,5.86800003052,29,29,3659696350.88
"('2007',)",33.6286010742,1,0,1029.02643263,29,29,2,3.36286010742,29,13,3724598993.24,3724598993.37,3659696361.89,44.36829,-124.9528,0.0,34.0592565885,29,29,internal_timestamp,476.640014648,29,29,886179,1450707561,5.86980009079,29,29,3659696361.89
"('2008',)",33.6637001038,1,0,1029.0124887,29,29,2,3.36637001038,29,13,3724598993.24,3724598993.37,3659696372.89,44.36829,-124.9528,0.0,34.0533404928,29,29,internal_timestamp,475.959991455,29,29,893023,1450707572,5.91540002823,29,29,3659696372.89
"('2009',)",33.667098999,1,0,1029.0097656,29,29,2,3.3667098999,29,13,3724598993.24,3724598993.37,3659696383.89,44.36829,-124.9528,0.0,34.0542779846,29,29,internal_timestamp,475.299987793,29,29,889993,1450707583,5.9186000824,29,29,3659696383.89
"('2010',)",33.667098999,1,0,1029.00690132,29,29,2,3.3667098999,29,13,3724598993.24,3724598993.37,3659696394.89,44.36829,-124.9528,0.0,34.0545021894,29,29,internal_timestamp,474.640014648,29,29,888514,1450707594,5.9187002182,29,29,3659696394.89
"('2011',)",33.6669006348,1,0,1029.0041476,29,29,2,3.36669006348,29,13,3724598993.24,3724598993.37,3659696405.89,44.36829,-124.9528,0.0,34.0549147972,29,29,internal_timestamp,473.959991455,29,29,886801,1450707605,5.91839981079,29,29,3659696405.89
"('2012',)",33.6661987305,1,0,1029.00126736,29,29,2,3.36661987305,29,13,3724598993.24,3724598993.37,3659696416.88,44.36829,-124.9528,0.0,34.0550566707,29,29,internal_timestamp,473.290008545,29,29,883264,1450707616,5.91779994965,29,29,3659696416.88
"('2013',)",33.6674003601,1,0,1028.99694529,29,29,2,3.36674003601,29,13,3724598993.24,3724598993.37,3659696427.89,44.36829,-124.9528,0.0,34.0547056967,29,29,internal_timestamp,472.470001221,29,29,890089,1450707627,5.91989994049,29,29,3659696427.89
"('2014',)",33.6668014526,1,0,1028.9937361,29,29,2,3.36668014526,29,13,3724598993.24,3724598993.37,3659696438.89,44.36829,-124.9528,0.0,34.0550125673,29,29,internal_timestamp,471.700012207,29,29,885816,1450707638,5.91930007935,29,29,3659696438.89
"('2015',)",33.6668014526,1,0,1028.99077944,29,29,2,3.36668014526,29,13,3724598993.24,3724598993.37,3659696449.89,44.36829,-124.9528,0.0,34.0551369765,29,29,internal_timestamp,471.040008545,29,29,894432,1450707649,5.91949987411,29,29,3659696449.89
"('2016',)",33.6664009094,1,0,1028.98740111,29,29,2,3.36664009094,29,13,3724598993.24,3724598993.37,3659696460.89,44.36829,-124.9528,0.0,34.0550409744,29,29,internal_timestamp,470.320007324,29,29,891536,1450707660,5.91949987411,29,29,3659696460.89
"('2017',)",33.6656990051,1,0,1028.9835126,29,29,2,3.36656990051,29,13,3724598993.24,3724598993.37,3659696471.9,44.36829,-124.9528,0.0,34.055301036,29,29,internal_timestamp,469.410003662,29,29,895742,1450707671,5.91890001297,29,29,3659696471.9
"('2018',)",33.6651000977,1,0,1028.97953045,29,29,2,3.36651000977,29,13,3724598993.24,3724598993.37,3659696482.9,44.36829,-124.9528,0.0,34.0554766295,29,29,internal_timestamp,468.5,29,29,903805,1450707682,5.91849994659,29,29,3659696482.9
"('2019',)",33.6688995361,1,0,1028.97421254,29,29,2,3.36688995361,29,13,3724598993.24,3724598993.4,3659696493.9,44.36829,-124.9528,0.0,34.0548772832,29,29,internal_timestamp,467.600006104,29,29,900269,1450707693,5.92379999161,29,29,3659696493.9
"('2020',)",33.6707000732,1,0,1028.96842882,29,29,2,3.36707000732,29,13,3724598993.24,3724598993.4,3659696504.9,44.36829,-124.9528,0.0,34.053544845,29,29,internal_timestamp,466.679992676,29,29,899593,1450707704,5.92759990692,29,29,3659696504.9
"('2021',)",33.6739006042,1,0,1028.96423602,29,29,2,3.36739006042,29,13,3724598993.24,3724598993.4,3659696515.9,44.36829,-124.9528,0.0,34.0539662795,29,29,internal_timestamp,465.799987793,29,29,896943,1450707715,5.93120002747,29,29,3659696515.9
"('2022',)",33.6693000793,1,0,1028.96200782,29,29,2,3.36693000793,29,13,3724598993.24,3724598993.4,3659696526.9,44.36829,-124.9528,0.0,34.0545776606,29,29,internal_timestamp,465.049987793,29,29,904687,1450707726,5.92579984665,29,29,3659696526.9
"('2023',)",33.6679000854,1,0,1028.95918189,29,29,2,3.36679000854,29,13,3724598993.24,3724598993.4,3659696537.9,44.36829,-124.9528,0.0,34.0549669698,29,29,internal_timestamp,464.320007324,29,29,900531,1450707737,5.92420005798,29,29,3659696537.9
"('2024',)",33.6763000488,1,0,1028.95370624,29,29,2,3.36763000488,29,13,3724598993.24,3724598993.41,3659696548.9,44.36829,-124.9528,0.0,34.0541466662,29,29,internal_timestamp,463.579986572,29,29,895009,1450707748,5.93480014801,29,29,3659696548.9
"('2025',)",33.6773986816,1,0,1028.94998999,29,29,2,3.36773986816,29,13,3724598993.24,3724598993.41,3659696559.9,44.36829,-124.9528,0.0,34.0539313876,29,29,internal_timestamp,462.859985352,29,29,901572,1450707759,5.93660020828,29,29,3659696559.9
"('2026',)",33.6790008545,1,0,1028.94643378,29,29,2,3.36790008545,29,13,3724598993.24,3724598993.41,3659696570.91,44.36829,-124.9528,0.0,34.0538715716,29,29,internal_timestamp,462.160003662,29,29,909275,1450707770,5.93879985809,29,29,3659696570.91
"('2027',)",33.6797981262,1,0,1028.94300535,29,29,2,3.36797981262,29,13,3724598993.24,3724598993.41,3659696581.9,44.36829,-124.9528,0.0,34.0539188288,29,29,internal_timestamp,461.440002441,29,29,903712,1450707781,5.94000005722,29,29,3659696581.9
"('2028',)",33.6850013733,1,0,1028.93884364,29,29,2,3.36850013733,29,13,3724598993.24,3724598993.41,3659696592.91,44.36829,-124.9528,0.0,34.0537956988,29,29,internal_timestamp,460.739990234,29,29,911351,1450707792,5.94630002975,29,29,3659696592.91
"('2029',)",33.6876983643,1,0,1028.93463312,29,29,2,3.36876983643,29,13,3724598993.24,3724598993.41,3659696603.91,44.36829,-124.9528,0.0,34.0531565172,29,29,internal_timestamp,460.049987793,29,29,905611,1450707803,5.95030021667,29,29,3659696603.91
"('2030',)",33.6916999817,1,0,1028.93130745,29,29,2,3.36916999817,29,13,3724598993.24,3724598993.41,3659696614.91,44.36829,-124.9528,0.0,34.0532374556,29,29,internal_timestamp,459.450012207,29,29,911602,1450707814,5.95499992371,29,29,3659696614.91
"('2031',)",33.6982002258,1,0,1028.92793802,29,29,2,3.36982002258,29,13,3724598993.24,3724598993.41,3659696625.91,44.36829,-124.9528,0.0,34.053834374,29,29,internal_timestamp,458.820007324,29,29,906922,1450707825,5.96199989319,29,29,3659696625.91
"('2032',)",33.7046012878,1,0,1028.92279987,29,29,2,3.37046012878,29,13,3724598993.24,3724598993.41,3659696636.91,44.36829,-124.9528,0.0,34.0528510857,29,29,internal_timestamp,458.119995117,29,29,913999,1450707836,5.97049999237,29,29,3659696636.91
"('2033',)",33.7033996582,1,0,1028.91997402,29,29,2,3.37033996582,29,13,3724598993.24,3724598993.41,3659696647.91,44.36829,-124.9528,0.0,34.0533734165,29,29,internal_timestamp,457.369995117,29,29,910759,1450707847,5.96899986267,29,29,3659696647.91
"('2034',)",33.7043991089,1,0,1028.9168499,29,29,2,3.37043991089,29,13,3724598993.24,3724598993.41,3659696658.91,44.36829,-124.9528,0.0,34.0536326275,29,29,internal_timestamp,456.679992676,29,29,907912,1450707858,5.9702000618,29,29,3659696658.91
