obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('754',)",3659869187.11,2,31.8437995911,3746541027.44,3746541027.51,3659869187.11,0.0,internal_timestamp,1201.88000488,106112,1450880387,3.1194999218,3.18437995911,34.4478641988,1033.00686675,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('755',)",3659869198.11,2,31.8448009491,3746541027.44,3746541027.51,3659869198.11,0.0,internal_timestamp,1205.02001953,111252,1450880398,3.11870002747,3.18448009491,34.4483156742,1033.02166914,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('756',)",3659869209.11,2,31.8458995819,3746541027.44,3746541027.51,3659869209.11,0.0,internal_timestamp,1208.16003418,107346,1450880409,3.11509990692,3.18458995819,34.4518339468,1033.03923457,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('757',)",3659869220.11,2,31.8477993011,3746541027.44,3746541027.51,3659869220.11,0.0,internal_timestamp,1211.30004883,109474,1450880420,3.11509990692,3.18477993011,34.4525235477,1033.05412468,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('758',)",3659869231.13,2,31.8493003845,3746541027.44,3746541027.51,3659869231.13,0.0,internal_timestamp,1214.40002441,131786,1450880431,3.11529994011,3.18493003845,34.4525438294,1033.06827773,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('759',)",3659869242.12,2,31.8518009186,3746541027.44,3746541027.52,3659869242.12,0.0,internal_timestamp,1217.4699707,116498,1450880442,3.11400008202,3.18518009186,34.4553611425,1033.08468317,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('760',)",3659869253.12,2,31.8537006378,3746541027.44,3746541027.52,3659869253.12,0.0,internal_timestamp,1220.59997559,118308,1450880453,3.11310005188,3.18537006378,34.4570048136,1033.10038702,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('761',)",3659869264.12,2,31.8532009125,3746541027.44,3746541027.52,3659869264.12,0.0,internal_timestamp,1223.67004395,117459,1450880464,3.10890007019,3.18532009125,34.459270887,1033.11671451,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('762',)",3659869275.11,2,31.8509998322,3746541027.44,3746541027.52,3659869275.11,0.0,internal_timestamp,1226.7800293,114675,1450880475,3.10130000114,3.18509998322,34.463053989,1033.13484001,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('763',)",3659869286.12,2,31.8486995697,3746541027.44,3746541027.52,3659869286.12,0.0,internal_timestamp,1229.90002441,118716,1450880486,3.09610009193,3.18486995697,34.4641842205,1033.15062211,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('764',)",3659869297.12,2,31.8488998413,3746541027.44,3746541027.52,3659869297.12,0.0,internal_timestamp,1233.0300293,120789,1450880497,3.09489989281,3.18488998413,34.4641020071,1033.16499926,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('765',)",3659869308.11,2,31.8476009369,3746541027.44,3746541027.52,3659869308.11,0.0,internal_timestamp,1236.14001465,113343,1450880508,3.0912001133,3.18476009369,34.464861307,1033.18025677,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('766',)",3659869319.12,2,31.8463001251,3746541027.44,3746541027.52,3659869319.12,0.0,internal_timestamp,1239.18005371,117877,1450880519,3.08759999275,3.18463001251,34.4655490313,1033.19512558,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('767',)",3659869330.12,2,31.8458995819,3746541027.44,3746541027.52,3659869330.12,0.0,internal_timestamp,1242.31005859,120851,1450880530,3.08550000191,3.18458995819,34.4656932924,1033.20979057,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('768',)",3659869341.12,2,31.8435001373,3746541027.44,3746541027.52,3659869341.12,0.0,internal_timestamp,1245.43005371,123234,1450880541,3.07999992371,3.18435001373,34.4670218997,1033.22576372,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('769',)",3659869352.13,2,31.8425998688,3746541027.44,3746541027.52,3659869352.13,0.0,internal_timestamp,1248.57995605,126599,1450880552,3.07690000534,3.18425998688,34.4676093776,1033.24099159,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('770',)",3659869363.12,2,31.8409996033,3746541027.44,3746541027.52,3659869363.12,0.0,internal_timestamp,1251.68005371,119246,1450880563,3.07319998741,3.18409996033,34.4680127382,1033.25592054,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('771',)",3659869374.12,2,31.8379993439,3746541027.44,3746541027.52,3659869374.12,0.0,internal_timestamp,1254.7800293,121562,1450880574,3.06830000877,3.18379993439,34.4679967345,1033.27066621,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('772',)",3659869385.14,2,31.8337001801,3746541027.44,3746541027.52,3659869385.14,0.0,internal_timestamp,1257.85998535,140233,1450880585,3.06089997292,3.18337001801,34.4690633965,1033.28648327,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('773',)",3659869396.14,2,31.8327999115,3746541027.44,3746541027.52,3659869396.14,0.0,internal_timestamp,1260.95996094,141804,1450880596,3.05749988556,3.18327999115,34.4699936453,1033.30178863,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('774',)",3659869407.13,2,31.8309993744,3746541027.44,3746541027.52,3659869407.13,0.0,internal_timestamp,1264.07995605,127269,1450880607,3.05349993706,3.18309993744,34.4704629219,1033.31689557,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('775',)",3659869418.13,2,31.8251991272,3746541027.44,3746541027.52,3659869418.13,0.0,internal_timestamp,1267.18994141,128185,1450880618,3.04520010948,3.18251991272,34.4706565413,1033.33227143,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('776',)",3659869429.13,2,31.8222999573,3746541027.44,3746541027.52,3659869429.13,0.0,internal_timestamp,1270.23999023,131630,1450880629,3.03940010071,3.18222999573,34.4717370287,1033.34776314,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('777',)",3659869440.13,2,31.8185997009,3746541027.44,3746541027.52,3659869440.13,0.0,internal_timestamp,1273.31994629,133313,1450880640,3.03209996223,3.18185997009,34.4734200779,1033.36405187,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('778',)",3659869451.13,2,31.8152008057,3746541027.44,3746541027.52,3659869451.13,0.0,internal_timestamp,1276.40002441,132303,1450880651,3.02640008926,3.18152008057,34.4737783022,1033.37909785,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('779',)",3659869462.13,2,31.8111000061,3746541027.44,3746541027.52,3659869462.13,0.0,internal_timestamp,1279.48999023,125864,1450880662,3.01810002327,3.18111000061,34.4760290718,1033.39600295,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('780',)",3659869473.13,2,31.8092002869,3746541027.44,3746541027.52,3659869473.13,0.0,internal_timestamp,1282.61999512,128547,1450880673,3.01460003853,3.18092002869,34.4758473767,1033.41057773,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('781',)",3659869484.13,2,31.8052997589,3746541027.44,3746541027.52,3659869484.13,0.0,internal_timestamp,1285.68005371,131313,1450880684,3.00850009918,3.18052997589,34.4760337246,1033.42544511,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('782',)",3659869495.13,2,31.7940998077,3746541027.44,3746541027.52,3659869495.13,0.0,internal_timestamp,1288.75,132225,1450880695,2.99379992485,3.17940998077,34.4764932122,1033.44163771,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('783',)",3659869506.13,2,31.7921009064,3746541027.44,3746541027.52,3659869506.13,0.0,internal_timestamp,1291.92004395,133501,1450880706,2.98880004883,3.17921009064,34.4777545634,1033.45771774,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('784',)",3659869517.14,2,31.7968006134,3746541027.44,3746541027.52,3659869517.14,0.0,internal_timestamp,1295.01000977,135088,1450880717,2.99140000343,3.17968006134,34.4791105283,1033.47256491,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('785',)",3659869528.14,2,31.7922992706,3746541027.44,3746541027.52,3659869528.14,0.0,internal_timestamp,1298.10998535,136977,1450880728,2.98469996452,3.17922992706,34.4791859814,1033.48759971,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('786',)",3659869539.13,2,31.7735996246,3746541027.44,3746541027.52,3659869539.13,0.0,internal_timestamp,1301.2199707,129777,1450880739,2.96000003815,3.17735996246,34.4811362202,1033.50638728,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('787',)",3659869550.13,2,31.7667007446,3746541027.44,3746541027.52,3659869550.13,0.0,internal_timestamp,1304.29003906,133450,1450880750,2.95079994202,3.17667007446,34.4809729816,1033.52140597,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('788',)",3659869561.14,2,31.7619991302,3746541027.44,3746541027.52,3659869561.14,0.0,internal_timestamp,1307.38000488,139651,1450880761,2.94379997253,3.17619991302,34.4811268959,1033.53649292,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('789',)",3659869572.14,2,31.7532997131,3746541027.44,3746541027.52,3659869572.14,0.0,internal_timestamp,1310.47998047,142502,1450880772,2.93280005455,3.17532997131,34.4806752426,1033.55164241,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('790',)",3659869583.14,2,31.7406005859,3746541027.44,3746541027.52,3659869583.14,0.0,internal_timestamp,1313.57995605,135993,1450880783,2.9158000946,3.17406005859,34.4817318411,1033.56872229,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('791',)",3659869594.14,2,31.7245998383,3746541027.44,3746541027.52,3659869594.14,0.0,internal_timestamp,1316.7199707,141098,1450880794,2.8954000473,3.17245998383,34.4823709552,1033.58607523,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('792',)",3659869605.14,2,31.7282009125,3746541027.44,3746541027.52,3659869605.14,0.0,internal_timestamp,1319.83996582,143254,1450880805,2.89829993248,3.17282009125,34.4820752017,1033.59972205,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('793',)",3659869616.15,2,31.7227993011,3746541027.44,3746541027.52,3659869616.15,0.0,internal_timestamp,1322.97998047,146584,1450880816,2.89100003242,3.17227993011,34.4816728962,1033.6146353,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('794',)",3659869627.14,2,31.7063999176,3746541027.44,3746541027.52,3659869627.14,0.0,internal_timestamp,1326.08996582,139873,1450880827,2.87319993973,3.17063999176,34.4790925769,1033.62899001,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('795',)",3659869638.15,2,31.6982002258,3746541027.44,3746541027.52,3659869638.15,0.0,internal_timestamp,1329.18994141,145306,1450880838,2.86260008812,3.16982002258,34.4788142597,1033.64422464,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('796',)",3659869649.18,2,31.6954994202,3746541027.44,3746541027.52,3659869649.18,0.0,internal_timestamp,1332.2800293,175623,1450880849,2.85829997063,3.16954994202,34.4785287074,1033.65863077,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('797',)",3659869660.14,2,31.6926002502,3746541027.44,3746541027.52,3659869660.14,0.0,internal_timestamp,1335.35998535,143328,1450880860,2.85089993477,3.16926002502,34.4812861643,1033.67577238,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('798',)",3659869671.15,2,31.6909999847,3746541027.44,3746541027.52,3659869671.15,0.0,internal_timestamp,1338.45996094,149091,1450880871,2.84759998322,3.16909999847,34.4812692324,1033.69031111,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('799',)",3659869682.15,2,31.6893997192,3746541027.44,3746541027.52,3659869682.15,0.0,internal_timestamp,1341.47998047,151031,1450880882,2.84409999847,3.16893997192,34.4815045469,1033.7047081,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('800',)",3659869693.15,2,31.6877994537,3746541027.44,3746541027.52,3659869693.15,0.0,internal_timestamp,1344.56994629,151902,1450880893,2.84139990807,3.16877994537,34.4808587546,1033.71863014,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('801',)",3659869704.16,2,31.6823997498,3746541027.44,3746541027.52,3659869704.16,0.0,internal_timestamp,1347.65002441,155337,1450880904,2.83209991455,3.16823997498,34.4826016939,1033.73520532,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('802',)",3659869715.15,2,31.6765003204,3746541027.44,3746541027.52,3659869715.15,0.0,internal_timestamp,1350.75,146650,1450880915,2.82209992409,3.16765003204,34.4844704443,1033.75205647,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('803',)",3659869726.15,2,31.6749000549,3746541027.44,3746541027.52,3659869726.15,0.0,internal_timestamp,1353.84997559,152323,1450880926,2.81890010834,3.16749000549,34.4843483043,1033.76649762,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('804',)",3659869737.15,2,31.6735992432,3746541027.44,3746541027.52,3659869737.15,0.0,internal_timestamp,1356.89001465,153939,1450880937,2.81609988213,3.16735992432,34.4841964195,1033.78059198,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('805',)",3659869748.16,2,31.6737003326,3746541027.44,3746541027.53,3659869748.16,0.0,internal_timestamp,1359.97998047,158036,1450880948,2.81369996071,3.16737003326,34.4852926774,1033.79584818,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('806',)",3659869759.15,2,31.6732006073,3746541027.44,3746541027.53,3659869759.15,0.0,internal_timestamp,1363.07995605,152694,1450880959,2.8111000061,3.16732006073,34.4858686541,1033.81076389,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('807',)",3659869770.16,2,31.6739006042,3746541027.44,3746541027.53,3659869770.16,0.0,internal_timestamp,1366.17004395,156610,1450880970,2.80949997902,3.16739006042,34.4868441459,1033.82582518,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('808',)",3659869781.16,2,31.6716995239,3746541027.44,3746541027.53,3659869781.16,0.0,internal_timestamp,1369.25,156681,1450880981,2.80410003662,3.16716995239,34.4883339502,1033.84171527,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('809',)",3659869792.16,2,31.664100647,3746541027.44,3746541027.53,3659869792.16,0.0,internal_timestamp,1372.31994629,157977,1450880992,2.79150009155,3.1664100647,34.4909131628,1033.85930898,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('810',)",3659869803.15,2,31.6555995941,3746541027.44,3746541027.53,3659869803.15,0.0,internal_timestamp,1375.36999512,153189,1450881003,2.78060007095,3.16555995941,34.4906104719,1033.87432884,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('811',)",3659869814.16,2,31.6485996246,3746541027.44,3746541027.53,3659869814.16,0.0,internal_timestamp,1378.42004395,158216,1450881014,2.77130007744,3.16485996246,34.4904313369,1033.88924778,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('812',)",3659869825.15,2,31.6385993958,3746541027.44,3746541027.53,3659869825.15,0.0,internal_timestamp,1381.5,153856,1450881025,2.75749993324,3.16385993958,34.49136532,1033.90573637,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('813',)",3659869836.16,2,31.6396007538,3746541027.44,3746541027.53,3659869836.16,0.0,internal_timestamp,1384.58996582,158737,1450881036,2.75749993324,3.16396007538,34.4910141596,1033.91955158,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('814',)",3659869847.16,2,31.6396999359,3746541027.44,3746541027.53,3659869847.16,0.0,internal_timestamp,1387.65002441,162954,1450881047,2.7553999424,3.16396999359,34.4918086459,1033.93439247,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('815',)",3659869858.16,2,31.6403007507,3746541027.44,3746541027.53,3659869858.16,0.0,internal_timestamp,1390.72998047,157213,1450881058,2.75430011749,3.16403007507,34.492142299,1033.94883635,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('816',)",3659869869.16,2,31.6390991211,3746541027.44,3746541027.53,3659869869.16,0.0,internal_timestamp,1393.83996582,161241,1450881069,2.75110006332,3.16390991211,34.4925004787,1033.9636957,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('817',)",3659869880.16,2,31.6385002136,3746541027.44,3746541027.53,3659869880.16,0.0,internal_timestamp,1396.90002441,164299,1450881080,2.74729990959,3.16385002136,34.4942501082,1033.97949813,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('818',)",3659869891.17,2,31.636800766,3746541027.44,3746541027.53,3659869891.17,0.0,internal_timestamp,1399.9699707,167414,1450881091,2.74419999123,3.1636800766,34.4939196839,1033.99361853,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('819',)",3659869902.17,2,31.6359996796,3746541027.44,3746541027.53,3659869902.17,0.0,internal_timestamp,1403.01000977,174479,1450881102,2.74090003967,3.16359996796,34.4949053292,1034.00866435,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('820',)",3659869913.16,2,31.6336994171,3746541027.44,3746541027.53,3659869913.16,0.0,internal_timestamp,1406.05004883,161587,1450881113,2.73550009727,3.16336994171,34.4962979098,1034.02429067,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('821',)",3659869924.16,2,31.635099411,3746541027.44,3746541027.53,3659869924.16,0.0,internal_timestamp,1409.15002441,163230,1450881124,2.73530006409,3.1635099411,34.4966391526,1034.03871639,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('822',)",3659869935.16,2,31.6208000183,3746541027.44,3746541027.53,3659869935.16,0.0,internal_timestamp,1412.2800293,164066,1450881135,2.71700000763,3.16208000183,34.497101173,1034.05561713,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('823',)",3659869946.17,2,31.6193008423,3746541027.44,3746541027.53,3659869946.17,0.0,internal_timestamp,1415.42004395,165383,1450881146,2.71230006218,3.16193008423,34.498673772,1034.07175324,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('824',)",3659869957.17,2,31.6175003052,3746541027.44,3746541027.53,3659869957.17,0.0,internal_timestamp,1418.57995605,168061,1450881157,2.7077999115,3.16175003052,34.4996594453,1034.08748999,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('825',)",3659869968.17,2,31.6117992401,3746541027.44,3746541027.53,3659869968.17,0.0,internal_timestamp,1421.61999512,171312,1450881168,2.69910001755,3.16117992401,34.5004239844,1034.10302563,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('826',)",3659869979.16,2,31.6035003662,3746541027.44,3746541027.53,3659869979.16,0.0,internal_timestamp,1424.66003418,162863,1450881179,2.68709993362,3.16035003662,34.501533285,1034.11924146,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('827',)",3659869990.17,2,31.5997009277,3746541027.44,3746541027.53,3659869990.17,0.0,internal_timestamp,1427.7199707,165276,1450881190,2.68050003052,3.15997009277,34.5023694709,1034.13466328,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('828',)",3659870001.17,2,31.5972003937,3746541027.44,3746541027.53,3659870001.17,0.0,internal_timestamp,1430.77001953,168812,1450881201,2.67610001564,3.15972003937,34.5024555644,1034.14917581,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('829',)",3659870012.17,2,31.5960998535,3746541027.44,3746541027.53,3659870012.17,0.0,internal_timestamp,1433.81005859,168936,1450881212,2.67330002785,3.15960998535,34.5025503321,1034.16345081,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('830',)",3659870023.17,2,31.5949001312,3746541027.44,3746541027.53,3659870023.17,0.0,internal_timestamp,1436.82995605,171448,1450881223,2.67000007629,3.15949001312,34.5030651047,1034.17802654,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('831',)",3659870034.18,2,31.5925006866,3746541027.44,3746541027.53,3659870034.18,0.0,internal_timestamp,1439.90002441,180466,1450881234,2.66560006142,3.15925006866,34.5032643246,1034.19271803,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('832',)",3659870045.17,2,31.5771007538,3746541027.44,3746541027.53,3659870045.17,0.0,internal_timestamp,1442.94995117,166856,1450881245,2.64829993248,3.15771007538,34.5013624802,1034.20726021,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('833',)",3659870056.18,2,31.5708007812,3746541027.44,3746541027.53,3659870056.18,0.0,internal_timestamp,1446.02001953,179621,1450881256,2.63840007782,3.15708007813,34.5026548422,1034.22349425,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('834',)",3659870067.17,2,31.5702991486,3746541027.44,3746541027.53,3659870067.17,0.0,internal_timestamp,1449.06005859,170654,1450881267,2.63599991798,3.15702991486,34.5030537277,1034.23795768,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('835',)",3659870078.17,2,31.5692996979,3746541027.44,3746541027.53,3659870078.17,0.0,internal_timestamp,1452.13000488,172640,1450881278,2.63249993324,3.15692996979,34.5039993335,1034.25312404,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('836',)",3659870089.17,2,31.5690994263,3746541027.44,3746541027.53,3659870089.17,0.0,internal_timestamp,1455.16003418,174658,1450881289,2.63070011139,3.15690994263,34.5041333206,1034.26725743,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('837',)",3659870100.18,2,31.5636005402,3746541027.44,3746541027.53,3659870100.18,0.0,internal_timestamp,1458.26000977,175683,1450881300,2.62140011787,3.15636005402,34.505748302,1034.28380639,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('838',)",3659870111.18,2,31.5601005554,3746541027.44,3746541027.53,3659870111.18,0.0,internal_timestamp,1461.34997559,176728,1450881311,2.61490011215,3.15601005554,34.5068277676,1034.29954005,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('839',)",3659870122.18,2,31.552400589,3746541027.44,3746541027.53,3659870122.18,0.0,internal_timestamp,1464.42004395,179846,1450881322,2.6047000885,3.1552400589,34.5067368426,1034.31471884,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('840',)",3659870133.18,2,31.5429992676,3746541027.44,3746541027.53,3659870133.18,0.0,internal_timestamp,1467.52001953,181550,1450881333,2.59209990501,3.15429992676,34.5071077633,1034.33069483,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('841',)",3659870144.18,2,31.5442008972,3746541027.44,3746541027.53,3659870144.18,0.0,internal_timestamp,1470.57995605,184355,1450881344,2.59179997444,3.15442008972,34.5073408997,1034.34485502,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('842',)",3659870155.18,2,31.5440006256,3746541027.44,3746541027.53,3659870155.18,0.0,internal_timestamp,1473.59997559,184498,1450881355,2.58929991722,3.15440006256,34.5082242864,1034.35961794,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('843',)",3659870166.19,2,31.5408992767,3746541027.44,3746541027.53,3659870166.19,0.0,internal_timestamp,1476.61999512,186793,1450881366,2.58400011063,3.15408992767,34.5085505918,1034.37428848,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('844',)",3659870177.19,2,31.5358009338,3746541027.44,3746541027.53,3659870177.19,0.0,internal_timestamp,1479.72998047,186223,1450881377,2.57590007782,3.15358009338,34.509374172,1034.3901077,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('845',)",3659870188.2,2,31.5344009399,3746541027.44,3746541027.53,3659870188.2,0.0,internal_timestamp,1482.80004883,204955,1450881388,2.57229995728,3.15344009399,34.5099411443,1034.40498424,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('846',)",3659870199.19,2,31.5342006683,3746541027.44,3746541027.53,3659870199.19,0.0,internal_timestamp,1485.81005859,190490,1450881399,2.56890010834,3.15342006683,34.5117859125,1034.42056901,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('847',)",3659870210.18,2,31.5333995819,3746541027.44,3746541027.53,3659870210.18,0.0,internal_timestamp,1488.85998535,181035,1450881410,2.56579995155,3.15333995819,34.5125616725,1034.43545526,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('848',)",3659870221.19,2,31.5354003906,3746541027.44,3746541027.53,3659870221.19,0.0,internal_timestamp,1491.95996094,185234,1450881421,2.56690001488,3.15354003906,34.5122630345,1034.44920033,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('849',)",3659870232.19,2,31.5331993103,3746541027.44,3746541027.53,3659870232.19,0.0,internal_timestamp,1495.0,187180,1450881432,2.56270003319,3.15331993103,34.5125083431,1034.46375887,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('850',)",3659870243.19,2,31.5205001831,3746541027.44,3746541027.53,3659870243.19,0.0,internal_timestamp,1498.09997559,189274,1450881443,2.54570007324,3.15205001831,34.513535843,1034.48079657,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('851',)",3659870254.19,2,31.517999649,3746541027.44,3746541027.53,3659870254.19,0.0,internal_timestamp,1501.16003418,192142,1450881454,2.54139995575,3.1517999649,34.5135126475,1034.49524653,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('852',)",3659870265.19,2,31.51720047,3746541027.44,3746541027.53,3659870265.19,0.0,internal_timestamp,1504.22998047,193182,1450881465,2.53889989853,3.151720047,34.5136445341,1034.50963966,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('853',)",3659870276.19,2,31.516500473,3746541027.44,3746541027.53,3659870276.19,0.0,internal_timestamp,1507.26000977,194736,1450881476,2.53600001335,3.1516500473,34.5143421957,1034.52434602,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('854',)",3659870287.22,2,31.517999649,3746541027.44,3746541027.53,3659870287.22,0.0,internal_timestamp,1510.32995605,221929,1450881487,2.53439998627,3.1517999649,34.5163173514,1034.54007868,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('855',)",3659870298.19,2,31.5158004761,3746541027.44,3746541027.53,3659870298.19,0.0,internal_timestamp,1513.48999023,186467,1450881498,2.52999997139,3.15158004761,34.5167177457,1034.555328,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('856',)",3659870309.2,2,31.5072994232,3746541027.44,3746541027.53,3659870309.2,0.0,internal_timestamp,1516.60998535,198678,1450881509,2.51799988747,3.15072994232,34.5175358354,1034.571669,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
